CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
667,Spain,Female,34,5,0.0,2,1,0,163830.64
427,Germany,Male,42,1,75681.52,1,1,1,57098.0
535,France,Female,29,2,112367.34,1,1,0,185630.76
654,Spain,Male,40,5,105683.63,1,1,0,173617.09
850,Spain,Female,57,8,126776.3,2,1,1,132298.49
776,Germany,Female,37,2,103769.22,2,1,0,194099.12
807,France,Male,47,1,95120.59,1,0,0,127875.1
598,Spain,Male,41,8,0.0,2,1,1,161954.43
636,Spain,Male,76,9,126534.6,1,1,1,39789.62
622,France,Female,32,6,169089.38,2,1,0,101057.95
682,France,Female,33,8,74963.5,1,1,1,32770.56
710,France,Male,54,6,171137.62,1,1,1,167023.95
594,Germany,Female,29,3,130830.22,1,1,0,61048.53
796,Spain,Male,41,8,107525.07,1,1,0,18510.41
606,Germany,Male,38,3,99897.53,1,0,0,37054.65
629,France,Male,44,5,0.0,4,0,0,117572.59
529,France,Male,42,1,157498.9,1,1,1,82276.62
814,France,Male,31,1,118870.92,1,1,0,101704.19
640,France,Female,31,9,138857.59,1,1,0,48640.77
809,France,Male,43,2,0.0,2,1,1,132908.07
646,France,Female,42,3,175159.9,2,0,0,67124.48
749,France,Female,26,6,0.0,2,0,1,34948.77
684,France,Female,41,6,135203.81,2,1,1,121967.88
623,France,Male,28,7,0.0,1,0,0,129526.57
803,Germany,Female,50,8,98173.02,1,0,0,22457.25
835,Germany,Female,29,10,130420.2,2,0,0,106276.55
624,Germany,Female,40,3,149961.99,2,1,0,104610.86
677,France,Female,24,0,148298.59,2,0,0,182913.95
710,Germany,Male,45,9,108231.37,1,1,1,188574.08
653,France,Female,42,1,0.0,2,1,1,5768.32
647,Spain,Male,28,6,149594.02,2,1,0,102325.19
559,Spain,Female,40,5,139129.44,1,0,1,32635.54
516,France,Female,40,9,0.0,2,0,1,33266.29
731,Germany,Female,43,9,79120.27,1,0,0,548.52
460,France,Female,27,7,0.0,2,1,0,156150.08
555,Germany,Male,41,10,113270.2,2,1,1,185387.14
651,France,Male,53,7,0.0,2,1,1,130132.41
527,Spain,Female,36,6,0.0,2,1,1,102280.29
850,France,Female,62,1,124678.35,1,1,0,70916.0
711,France,Female,37,8,113899.92,1,0,0,80215.2
671,Germany,Male,36,2,116695.27,1,0,0,193201.86
592,France,Female,66,5,149950.19,1,1,1,76267.59
638,Germany,Male,25,4,148045.45,2,1,1,114722.42
850,Germany,Male,51,4,124425.99,1,0,0,118545.49
586,France,Male,27,5,130231.8,2,1,1,192427.16
619,Spain,Female,38,1,0.0,1,1,0,112442.63
564,France,Female,33,4,135946.26,1,1,0,63170.0
809,Spain,Female,48,2,0.0,1,1,0,160976.85
626,France,Female,35,3,0.0,1,0,0,80190.36
710,Germany,Female,62,9,148214.36,1,1,0,48571.14
583,Germany,Female,32,7,94753.55,2,1,1,18149.03
648,Germany,Male,33,7,135310.41,2,0,1,171668.2
745,France,Male,36,8,67226.37,1,1,0,130789.6
698,France,Female,27,1,94920.71,1,1,1,40339.9
649,France,Female,31,2,0.0,2,1,0,15200.61
637,France,Female,38,3,104339.56,1,0,0,119882.86
540,Germany,Male,44,3,164113.04,2,1,1,12120.79
850,France,Female,46,3,0.0,2,1,1,187980.21
466,France,Male,26,9,105522.06,1,1,0,10842.46
533,Spain,Female,52,7,0.0,1,0,1,194113.99
587,France,Male,39,10,0.0,2,1,1,170409.45
632,France,Female,27,3,107375.82,1,1,1,62703.38
637,Germany,Male,49,2,108204.52,1,1,0,169037.84
649,Germany,Female,41,4,115897.73,1,1,0,143544.48
611,France,Female,49,2,88915.37,3,0,0,161435.02
510,France,Male,32,9,103324.78,1,1,1,46127.7
841,Germany,Female,33,7,154969.79,2,1,1,99505.75
670,France,Female,38,4,119624.54,2,1,1,110472.12
466,Germany,Female,56,2,111920.13,3,1,0,197634.11
564,Spain,Female,24,6,149592.14,1,1,1,153771.8
637,Spain,Female,54,5,0.0,1,0,1,150836.98
688,France,Male,29,1,0.0,2,1,0,154695.57
812,France,Male,34,5,103818.43,1,1,1,166038.27
498,Germany,Male,35,2,121968.11,2,0,1,188343.05
592,France,Male,42,1,147249.29,2,1,1,63023.02
484,Germany,Male,40,7,106901.42,2,0,0,118045.98
667,Germany,Female,36,1,114391.62,1,1,1,53412.54
690,France,Female,42,3,92578.14,2,0,0,70810.6
627,France,Male,32,10,0.0,2,1,0,103287.62
530,Spain,Female,22,7,0.0,2,1,0,104170.48
594,France,Male,50,7,81310.34,1,1,1,183868.01
791,Germany,Female,33,10,130229.71,2,0,0,54019.93
742,France,Female,35,2,79126.17,1,1,1,126997.53
450,Spain,Female,34,2,0.0,2,1,0,175480.93
661,France,Male,41,5,0.0,1,0,1,88279.6
550,France,Female,46,7,0.0,2,1,0,130590.35
756,Germany,Female,60,3,115924.89,1,1,0,93524.19
758,France,Female,33,7,0.0,2,0,0,82996.47
646,France,Male,30,7,0.0,2,1,0,153566.97
828,Spain,Male,42,10,0.0,1,1,1,186071.14
549,Germany,Female,45,3,143734.01,2,1,1,96404.38
623,Germany,Male,33,2,80002.33,1,1,1,104079.62
703,France,Male,43,8,0.0,2,1,0,9704.66
825,France,Male,40,6,132308.22,1,0,0,117122.5
724,Germany,Male,54,8,172192.49,1,1,1,136902.01
611,Spain,Female,37,4,0.0,2,1,0,125696.26
638,Germany,Female,41,9,144326.09,1,1,0,73979.85
680,France,Female,30,8,141441.75,1,1,1,16278.97
606,Spain,Male,33,8,0.0,2,1,1,63176.77
670,France,Female,33,7,0.0,2,1,1,88187.81
529,France,Female,31,7,0.0,2,1,1,175697.87
850,Germany,Male,41,8,60880.68,1,1,0,31825.84
607,Spain,Female,36,4,98266.3,1,1,1,46416.36
640,France,Male,40,8,110340.68,1,1,1,157886.6
609,France,Male,32,7,71872.19,1,1,1,151924.9
405,Germany,Male,31,5,133299.67,2,1,1,72950.14
711,France,Male,38,4,123345.85,1,1,0,141827.83
581,Spain,Male,43,9,78022.61,1,0,1,30662.91
698,France,Male,57,6,136325.48,2,1,1,72549.27
604,France,Male,26,8,149542.52,2,0,1,197911.52
638,France,Male,46,9,139859.54,1,1,0,38967.29
535,Spain,Male,35,8,118989.92,1,1,1,135536.72
531,Germany,Female,32,0,109570.21,2,1,1,172049.84
596,Germany,Male,40,5,62389.03,3,1,0,148623.43
540,France,Male,48,2,109349.29,1,1,0,88703.04
674,France,Male,36,2,154525.7,1,0,1,27468.72
683,Spain,Male,38,3,126152.84,1,0,0,15378.75
735,Spain,Male,39,1,60374.98,1,1,0,40223.74
740,France,Female,37,5,0.0,2,1,1,27528.4
617,Spain,Male,38,7,0.0,1,1,1,27239.28
643,Germany,Male,25,4,115142.9,1,1,1,148098.95
663,France,Male,35,9,0.0,2,1,1,195580.28
784,Spain,Male,33,10,0.0,2,1,0,162022.47
567,Germany,Male,41,0,134378.89,1,1,1,105746.94
663,Germany,Male,32,8,130627.66,1,1,0,47161.25
749,Spain,Male,42,9,222267.63,1,0,0,101108.85
586,Spain,Male,41,3,63873.56,1,1,0,83753.64
807,France,Male,42,7,118274.71,1,1,1,25885.72
635,Spain,Male,24,4,0.0,2,1,1,70668.77
630,France,Female,40,0,118633.08,1,0,1,60032.46
712,Germany,Male,28,4,145605.44,1,0,1,93883.53
452,Germany,Male,33,7,153663.27,1,1,0,111868.23
457,France,Male,40,10,134320.23,2,1,0,150757.35
738,France,Male,49,6,106770.82,1,1,0,123499.27
615,Spain,Male,61,9,0.0,2,1,0,150227.85
695,Spain,Male,32,9,0.0,3,0,1,38533.79
651,France,Female,39,8,0.0,1,1,0,137452.57
800,France,Female,49,7,108007.36,1,0,0,47125.11
595,Germany,Female,41,2,138878.81,1,0,1,112269.67
711,France,Female,34,6,0.0,2,1,1,175310.38
808,Spain,Male,25,7,0.0,2,0,1,23180.37
680,Germany,Female,48,8,115115.38,1,1,0,139558.6
555,France,Male,37,9,124969.13,1,1,0,60194.05
796,Germany,Female,40,1,99745.95,1,1,0,177524.19
731,France,Male,19,6,0.0,2,1,1,151581.79
615,France,Male,35,7,0.0,2,1,0,150784.29
663,France,Male,46,3,0.0,2,0,1,176276.1
735,France,Male,41,7,179904.0,1,1,1,137180.95
577,France,Female,32,1,0.0,2,1,0,9902.39
667,Spain,Female,36,3,121542.57,2,1,1,186841.71
792,Germany,Male,36,5,115725.24,2,0,0,1871.25
809,Spain,Female,33,3,0.0,2,0,1,141426.78
569,Spain,Female,41,4,139840.36,1,1,1,163524.7
561,France,Male,56,7,152759.0,2,1,0,133167.11
624,France,Male,44,3,0.0,2,1,0,88407.51
716,France,Female,23,2,94464.81,2,0,1,185900.88
635,Germany,Female,44,2,79064.85,2,0,1,113291.75
539,France,Male,20,0,83459.86,1,1,1,146752.67
506,Germany,Male,59,8,119152.1,2,1,1,170679.74
850,Germany,Male,39,3,124548.99,2,1,1,120380.12
591,Spain,Male,31,8,0.0,1,1,1,141677.33
648,France,Male,38,10,82697.28,1,1,0,74846.67
724,Germany,Male,33,4,88046.88,1,0,1,186942.49
492,France,Male,35,4,141359.37,2,1,0,39519.53
520,France,Male,30,3,143396.54,2,1,1,898.51
561,Germany,Male,32,6,166824.59,1,1,0,139451.98
678,Germany,Male,55,4,129646.91,1,1,1,184125.1
700,France,Female,36,4,0.0,2,1,0,130789.15
644,France,Female,24,8,92760.55,1,1,0,35896.75
584,France,Male,38,1,115341.55,1,0,1,173632.92
732,France,Male,41,8,0.0,2,1,1,170886.17
685,France,Male,30,2,0.0,2,1,1,140889.32
750,Spain,Female,36,6,0.0,2,1,1,59816.41
477,France,Female,30,6,131286.46,1,1,0,194144.45
797,Germany,Male,32,1,151922.94,1,1,0,8877.06
570,France,Female,30,10,176173.52,1,1,0,97045.32
688,France,Female,51,5,0.0,1,1,0,91624.11
768,France,Male,42,5,0.0,3,0,0,60686.4
774,France,Male,40,9,93017.47,2,1,0,191608.97
641,Spain,Male,40,5,102145.13,1,1,1,100637.07
537,Germany,Male,48,4,131834.8,1,1,0,166476.95
634,Spain,Male,63,10,0.0,2,1,0,30772.86
639,Germany,Female,41,5,98635.77,1,1,0,199970.74
658,France,Female,31,7,123974.96,1,1,0,102153.75
711,Spain,Female,28,5,0.0,2,1,1,93959.96
727,Germany,Male,37,9,101191.83,1,1,1,34551.35
624,France,Female,23,5,0.0,2,0,0,132418.59
728,France,Male,33,8,129907.63,1,0,1,36083.96
688,France,Male,20,8,137624.4,2,1,1,197582.79
567,France,Male,39,5,0.0,2,0,0,168521.72
723,Spain,Male,30,1,0.0,3,1,0,164647.72
548,France,Female,33,1,80107.83,2,0,1,82245.67
686,France,Female,43,0,0.0,1,1,1,170072.9
634,Germany,Female,59,3,95727.05,1,0,0,97939.4
559,Spain,Male,34,0,0.0,1,1,0,182988.94
745,France,Female,28,6,0.0,2,1,0,154389.18
574,Spain,Male,36,3,0.0,2,1,1,8559.66
686,Spain,Male,38,7,111484.88,1,1,1,76076.2
659,Spain,Male,78,2,151675.65,1,0,1,49978.67
490,Spain,Male,40,6,156111.08,1,0,0,190889.13
568,Spain,Male,27,5,126815.97,2,0,1,118648.12
741,France,Male,38,9,0.0,2,1,0,14379.01
598,Germany,Male,53,10,167772.96,1,1,1,136886.86
640,France,Male,44,3,137148.68,1,1,0,92381.01
599,Spain,Male,36,4,0.0,2,0,0,13210.56
738,Germany,Male,43,9,121152.05,2,1,0,64166.7
573,Spain,Male,44,9,0.0,2,1,0,107124.17
677,France,Female,58,1,90022.85,1,0,1,2988.28
700,France,Female,27,6,137963.07,1,0,0,8996.79
458,Germany,Female,28,2,171932.26,2,1,1,9578.24
645,France,Female,37,1,0.0,2,1,1,68987.55
583,Germany,Female,41,5,77647.6,1,1,0,190429.52
721,Spain,Male,51,0,169312.13,1,1,0,109078.35
595,Germany,Male,30,9,130682.11,2,1,1,57862.88
638,Spain,Male,34,5,146679.77,1,1,0,102179.86
826,France,Female,49,0,0.0,1,0,0,178709.98
564,Germany,Female,30,0,100954.88,2,0,0,134175.15
598,Germany,Female,27,10,171283.91,1,1,1,84136.12
584,France,Male,35,3,146311.58,1,1,1,105443.47
625,Spain,Female,57,7,0.0,1,0,0,84106.17
796,Germany,Male,39,5,86350.87,2,0,0,105080.53
674,France,Female,42,9,0.0,2,1,0,4292.72
645,France,Female,36,8,0.0,2,1,1,12096.61
775,Germany,Female,38,6,179886.41,2,0,0,153122.58
538,France,Female,38,8,88758.95,2,0,0,28226.15
664,Spain,Male,35,1,115024.5,1,0,1,169665.79
663,Germany,Male,42,5,90248.79,1,1,1,79169.73
513,Germany,Female,49,5,171601.27,1,1,0,126223.84
675,France,Female,34,10,84944.58,1,0,0,146230.63
776,France,Female,31,2,0.0,2,1,1,112349.51
802,France,Female,60,3,92887.06,1,1,0,39473.63
806,France,Male,34,5,113958.55,1,0,1,32125.98
670,Spain,Male,30,3,133446.34,1,0,0,3154.95
527,France,Male,47,1,0.0,1,1,0,21312.16
487,France,Female,53,10,89550.85,1,0,1,90076.85
518,France,Male,46,3,0.0,2,1,0,76515.79
537,Spain,Female,38,1,96939.06,1,1,1,102606.92
577,France,Male,36,3,121092.47,2,0,1,143783.46
659,Germany,Male,39,8,106259.63,2,1,1,198103.32
700,Germany,Female,30,4,116377.48,1,1,1,134417.31
689,Germany,Male,67,9,157094.78,1,1,1,99490.01
655,Germany,Male,32,9,113447.01,1,1,0,82084.3
561,France,Male,43,4,0.0,4,0,0,18522.91
660,Germany,Male,35,8,58641.43,1,0,1,198674.08
581,France,Female,27,5,102258.11,2,1,0,194681.6
739,France,Male,37,7,104960.46,1,0,1,80883.82
623,France,Male,45,0,0.0,1,1,0,196533.72
675,Germany,Male,36,7,89409.95,1,1,1,149399.7
657,Spain,Male,41,8,109402.13,1,1,1,66463.62
594,France,Male,35,2,0.0,2,1,0,103480.69
662,France,Female,32,4,133950.37,1,1,1,48725.68
633,Spain,Female,46,3,0.0,2,1,0,120250.58
684,Spain,Female,36,4,0.0,1,1,0,117038.96
540,Spain,Male,39,2,0.0,2,1,0,81995.92
758,Germany,Male,33,0,129142.54,2,1,1,26606.28
539,France,Male,38,5,0.0,2,1,0,47388.41
695,France,Male,29,5,0.0,2,1,1,6770.44
625,Germany,Female,37,4,142711.81,1,1,0,35625.41
843,France,Female,27,5,0.0,2,1,1,67494.23
802,Spain,Male,40,4,0.0,2,1,1,81908.09
617,France,Male,40,5,190008.32,2,1,1,107047.92
505,France,Male,49,7,80001.23,1,0,0,135180.11
768,Germany,Male,37,9,108308.11,1,1,0,41788.25
602,Germany,Male,35,7,90602.42,2,1,1,51695.41
646,Germany,Female,35,1,121952.75,2,1,1,142839.82
569,France,Male,35,10,124525.52,1,1,1,193793.78
535,France,Female,48,9,0.0,1,1,0,149892.79
688,Germany,Male,26,8,146133.39,1,1,1,175296.76
821,France,Female,40,1,0.0,2,1,0,194273.12
569,France,Male,37,9,178755.84,1,1,0,199929.17
782,France,Male,36,1,148795.17,2,1,1,195681.43
630,Spain,Male,39,10,105473.74,1,0,0,58854.88
714,France,Male,37,9,148466.93,2,0,1,151280.96
620,France,Female,41,9,0.0,2,0,0,88852.47
641,France,Female,40,9,0.0,1,0,0,151648.66
487,France,Male,37,6,0.0,2,1,1,126477.41
560,France,Male,57,0,0.0,2,0,1,116781.71
697,Spain,Female,37,7,168066.87,1,1,0,35450.53
485,Germany,Female,30,5,156771.68,1,1,1,141148.21
666,Spain,Male,43,5,0.0,2,1,0,29346.1
654,France,Female,37,5,0.0,1,0,1,71492.28
787,France,Female,42,10,145988.65,2,1,1,79510.37
633,France,Male,31,1,0.0,1,1,0,48606.71
646,Spain,Male,31,2,0.0,1,1,1,170821.43
666,France,Male,43,7,137780.74,2,1,1,119100.05
552,Spain,Male,55,3,0.0,1,1,1,40333.94
710,France,Female,33,2,0.0,2,1,0,72945.32
609,France,Male,39,3,121778.71,1,1,1,138399.67
480,Germany,Male,44,10,129608.57,1,1,0,5472.7
543,France,Male,64,4,0.0,2,1,1,148305.82
850,Germany,Female,33,7,134678.13,1,1,0,113177.95
705,Germany,Female,31,9,110941.93,2,1,0,163484.8
774,France,Male,76,4,112510.89,1,1,1,143133.18
778,France,Female,33,9,151772.63,2,0,0,180249.94
797,Spain,Female,31,8,0.0,2,1,0,117916.63
510,Spain,Female,38,4,0.0,1,1,0,118913.53
813,Germany,Female,29,5,106059.4,1,0,0,187976.88
695,France,Male,37,2,0.0,2,1,1,99692.65
790,France,Male,26,5,0.0,1,1,0,20510.79
718,France,Male,35,8,0.0,2,1,0,94820.85
639,France,Female,42,4,0.0,2,0,0,167682.37
597,Spain,Female,26,7,0.0,2,1,0,110253.2
688,France,Male,26,0,0.0,2,1,0,105784.85
742,Germany,Male,55,5,155196.17,1,0,1,121207.66
607,France,Female,27,2,0.0,2,1,0,63495.86
527,Spain,Male,33,9,132168.28,1,0,0,98734.15
737,Spain,Female,39,7,130051.66,2,0,0,55356.39
681,France,Male,23,7,157761.56,1,0,0,147759.84
671,France,Female,48,8,115713.84,2,0,0,83210.84
686,Spain,Female,47,6,0.0,1,1,0,32080.69
685,France,Female,43,1,132667.17,1,1,1,41876.98
601,France,Male,38,4,60013.81,1,1,1,38020.05
791,Germany,Female,42,10,113657.41,2,0,1,139946.68
793,Germany,Female,32,1,96408.98,1,1,1,138191.81
722,France,Female,49,3,168197.66,1,1,0,140765.57
720,Germany,Female,37,8,156282.79,1,1,0,45985.52
666,France,Female,32,10,112536.57,2,1,1,34350.54
619,Germany,Male,41,3,147974.16,2,1,0,170518.83
809,France,Male,36,9,68881.59,2,0,1,109135.11
748,France,Male,40,0,0.0,1,0,0,60416.76
526,France,Female,37,5,53573.18,1,1,0,62830.97
494,France,Male,30,3,85704.95,1,0,1,27886.06
717,Spain,Male,33,1,99106.73,1,0,0,194467.23
709,France,Male,32,4,147307.91,1,0,1,40861.55
634,Spain,Male,25,9,0.0,2,1,1,8227.91
668,France,Female,35,6,102482.76,1,1,1,53994.64
625,France,Female,51,4,124620.01,2,1,0,92243.94
539,France,Male,39,3,0.0,2,1,0,36692.17
625,Spain,Female,69,1,107569.96,1,1,1,182336.45
729,Germany,Male,26,4,97268.1,2,1,0,39356.38
686,Germany,Female,56,5,111642.08,1,1,1,80553.87
602,Spain,Male,29,5,103907.28,1,1,0,161229.84
669,France,Male,39,3,119452.03,1,1,1,171575.54
762,France,Male,26,6,130428.78,1,1,0,173365.89
583,France,Female,27,1,125406.58,1,1,1,110784.42
696,Germany,Male,49,5,97036.22,2,1,0,152450.84
716,Spain,Male,42,8,0.0,2,1,0,180800.42
673,Spain,Male,43,8,127132.96,1,0,1,6009.27
715,France,Male,21,6,76467.16,1,1,1,173511.72
639,France,Male,38,3,0.0,1,1,0,42862.82
734,Spain,Female,43,3,55853.33,2,0,1,94811.85
685,Spain,Male,31,10,135213.71,1,1,1,125777.28
706,France,Female,29,5,112564.62,1,1,0,42334.38
600,France,Male,34,0,0.0,2,0,1,3756.23
616,Germany,Female,45,6,128352.59,3,1,1,144000.59
681,Germany,Female,44,3,105206.7,2,1,1,163558.36
543,Germany,Male,48,1,100900.5,1,0,0,33310.72
513,Spain,Male,88,10,0.0,2,1,1,52952.24
763,Spain,Female,37,6,0.0,2,1,1,149705.25
594,France,Male,35,2,133853.27,1,1,1,65361.66
554,Germany,Female,43,2,120847.11,1,1,0,7611.61
687,Spain,Male,35,3,0.0,2,1,1,176450.19
682,France,Female,52,5,112670.48,1,1,0,21085.17
673,Germany,Female,41,9,98612.1,1,1,0,151349.35
611,France,Female,43,8,64897.75,1,1,0,114996.33
579,France,Female,29,10,73194.52,2,1,1,129209.09
481,Germany,Male,44,3,163714.52,1,1,0,96123.72
595,Germany,Female,41,9,150463.11,2,0,1,81548.38
609,Spain,Male,34,7,140694.78,2,1,0,46266.63
549,France,Male,29,3,0.0,2,1,0,146090.38
519,France,Male,39,2,112957.26,2,1,0,97593.16
646,France,Male,18,10,0.0,2,0,1,52795.15
756,France,Male,62,3,0.0,1,1,1,11199.04
603,Spain,Female,42,6,0.0,1,1,1,90437.87
628,Spain,Female,22,3,0.0,1,1,0,85426.28
701,Spain,Male,28,1,103421.32,1,0,1,76304.73
831,Spain,Female,44,10,0.0,1,0,1,47729.33
820,France,Male,36,4,0.0,2,1,0,31422.69
584,France,Female,44,5,95671.75,2,1,1,106564.88
665,France,Male,36,1,0.0,2,0,1,121505.61
492,France,Male,35,8,121063.49,1,0,0,85421.48
573,Spain,Female,72,8,98765.84,1,1,1,96015.53
654,France,Male,29,1,0.0,1,1,0,180345.44
554,Germany,Female,36,3,157780.93,2,1,0,6089.13
551,France,Male,42,1,50194.59,1,1,1,23399.58
681,France,Male,38,3,0.0,2,1,1,112491.96
651,Germany,Male,41,1,90218.11,1,1,0,174337.68
463,France,Male,35,2,101257.16,1,1,1,118113.64
586,Spain,Female,42,2,0.0,1,1,0,102889.34
618,France,Male,48,7,0.0,1,1,0,13921.82
629,Spain,Male,35,4,174588.8,2,0,1,158420.14
501,France,Male,37,4,0.0,2,0,0,12470.3
682,France,Male,48,1,138778.15,1,0,1,168840.23
822,France,Male,38,6,128289.7,3,1,0,9149.96
686,France,Female,41,7,152105.57,2,0,1,132374.41
559,Germany,Female,36,1,104356.94,2,0,1,54184.06
668,France,Male,38,10,86977.96,1,0,1,37094.75
811,France,Male,46,9,180226.24,1,1,0,13464.64
731,Spain,Female,39,2,126816.18,1,1,1,74850.93
684,Spain,Female,41,7,0.0,1,1,1,138394.37
669,France,Male,26,4,0.0,2,1,1,197594.34
622,Spain,Male,39,9,0.0,2,0,1,100862.36
669,France,Male,50,4,149713.61,3,1,1,124872.42
642,Spain,Male,32,7,100433.8,1,1,1,39768.59
593,France,Female,33,0,95927.04,1,1,0,199478.05
619,Spain,Male,46,8,62400.48,1,1,1,132498.39
595,Germany,Male,32,8,131081.66,2,1,1,69428.79
565,France,Male,36,6,106192.1,1,1,0,149575.59
642,France,Male,25,7,0.0,2,1,0,102083.78
425,Spain,Female,39,5,0.0,2,1,0,140941.47
556,France,Female,36,2,134208.22,1,0,1,177670.57
616,France,Male,59,5,153861.1,1,1,1,17699.48
632,France,Male,42,4,126115.6,1,1,0,100998.5
577,Spain,Male,48,6,179852.26,1,1,0,193580.32
774,France,Female,32,4,0.0,2,0,0,114899.13
753,Germany,Female,46,3,111512.75,3,1,0,159576.75
679,France,Male,48,8,0.0,2,1,0,23344.94
701,France,Female,37,3,0.0,2,1,1,164268.28
681,Spain,Male,65,7,134714.7,2,0,1,190419.81
531,Germany,Female,31,7,117052.82,1,1,0,118508.09
604,France,Female,53,2,121389.78,1,1,1,48201.64
487,France,Male,53,4,199689.49,1,1,1,24207.86
609,France,Male,37,1,39344.83,1,1,1,178291.89
757,Spain,Male,44,5,140856.16,2,1,0,158735.1
601,Germany,Female,33,7,114430.18,2,1,1,153012.13
474,France,Male,26,6,0.0,2,0,0,152491.22
707,France,Male,37,1,0.0,2,0,1,6035.51
684,France,Male,46,0,0.0,2,1,1,36376.97
501,France,Male,35,6,99760.84,1,1,1,13591.52
629,France,Female,33,6,0.0,2,1,1,59129.72
786,Spain,Female,32,6,114512.59,1,1,0,15796.66
692,France,Male,33,9,0.0,1,1,0,113505.93
574,Spain,Male,52,7,115532.52,1,1,0,196257.67
565,Germany,Female,38,7,145400.69,2,1,1,83844.79
754,France,Male,38,2,0.0,2,1,0,180698.32
581,Germany,Male,40,0,101016.53,1,0,1,7926.35
563,France,Female,39,5,0.0,2,1,1,17603.81
614,Spain,Female,41,7,179915.85,1,0,0,14666.35
611,France,Male,53,3,83568.26,1,0,0,1235.49
682,France,Male,55,9,0.0,1,1,0,153356.8
850,France,Female,26,4,62610.96,2,0,1,179365.1
651,Germany,Female,42,1,116646.76,1,1,0,44731.8
780,Germany,Female,37,10,95196.26,1,1,0,126310.39
674,France,Male,45,7,144889.18,1,1,1,102591.9
628,Germany,Female,28,3,153538.13,2,1,0,110776.01
657,Spain,Female,37,0,163607.18,1,0,1,44203.55
620,Spain,Male,36,7,169312.72,1,1,0,45414.09
740,Germany,Female,36,4,109044.6,1,0,0,94554.74
666,Spain,Male,35,2,104832.49,1,1,0,175015.12
617,Germany,Male,44,9,49157.09,2,1,0,53294.17
508,France,Male,49,7,122451.46,2,1,1,75808.1
531,Spain,Female,42,6,75302.85,2,0,0,57034.35
658,France,Female,35,5,126397.66,1,0,0,156361.58
773,Germany,Male,47,2,118079.47,4,1,1,143007.49
654,France,Female,24,8,145081.73,1,1,1,130075.07
525,France,Male,26,7,153644.39,1,1,1,63197.88
555,Germany,Male,62,4,119817.33,1,0,1,43507.1
650,Spain,Female,30,6,0.0,1,0,0,67997.13
663,France,Male,28,4,0.0,2,1,1,123969.64
487,Spain,Male,33,8,145729.71,1,1,0,41365.85
780,France,Female,37,3,0.0,2,0,0,182156.81
721,France,Female,35,6,118273.83,1,0,1,3086.89
668,Spain,Female,36,3,133686.52,1,1,0,190958.48
713,France,Male,43,5,86394.14,1,1,1,130001.13
542,Germany,Male,33,8,142871.27,2,0,0,77737.86
629,France,Male,35,1,172170.36,1,1,1,159777.37
678,Germany,Female,25,10,76968.12,2,0,1,131501.72
591,France,Male,33,9,131765.72,1,1,0,118782.06
732,Spain,Male,54,0,134249.7,1,0,1,13404.4
795,France,Male,32,2,117265.21,1,1,1,198317.23
758,France,Female,30,3,141581.08,1,1,0,156249.06
850,Germany,Female,40,7,104449.8,1,1,1,747.88
513,Spain,Female,31,5,174853.46,1,1,0,84238.63
638,Spain,Male,48,2,0.0,2,1,1,7919.08
540,Germany,Male,37,3,129965.18,1,0,0,19374.08
706,Spain,Male,57,7,0.0,1,1,0,17941.16
687,Germany,Female,41,2,154007.21,1,1,0,158408.23
821,Germany,Male,42,3,87807.29,2,1,1,64613.81
718,France,Male,52,8,79475.3,3,1,1,32421.32
635,France,Male,43,10,122198.21,2,0,1,179144.54
533,Germany,Male,51,6,127545.56,2,0,0,79559.02
646,Germany,Male,50,6,145295.31,2,1,1,27814.74
836,Spain,Male,57,4,101247.06,1,1,0,37141.62
768,Germany,Male,48,3,122831.58,1,1,1,24533.89
463,Spain,Female,35,2,0.0,2,1,1,1950.93
